epoch,utc,lat,lng,alt_m,speed2d_ms,speed3d_ms,fix,dop,payload
1784771412410,2026-07-23T01:50:12.410Z,-23.6052653,-46.8362061,831.405,0.087,0.170,3,120,5
1784771412471,2026-07-23T01:50:12.471Z,-23.6052654,-46.8362060,831.406,0.100,0.110,3,120,5
1784771412533,2026-07-23T01:50:12.533Z,-23.6052653,-46.8362059,831.384,0.134,0.120,3,120,5
1784771412595,2026-07-23T01:50:12.595Z,-23.6052652,-46.8362058,831.386,0.148,0.140,3,120,5
1784771412657,2026-07-23T01:50:12.657Z,-23.6052651,-46.8362057,831.388,0.174,0.150,3,120,5
1784771412719,2026-07-23T01:50:12.719Z,-23.6052650,-46.8362056,831.405,0.207,0.180,3,120,5
1784771412781,2026-07-23T01:50:12.781Z,-23.6052649,-46.8362055,831.370,0.160,0.210,3,120,5
1784771412843,2026-07-23T01:50:12.843Z,-23.6052650,-46.8362055,831.367,0.098,0.160,3,120,5
1784771412905,2026-07-23T01:50:12.905Z,-23.6052650,-46.8362055,831.377,0.038,0.100,3,120,6
1784771412957,2026-07-23T01:50:12.957Z,-23.6052650,-46.8362056,831.376,0.026,0.050,3,120,6
1784771413009,2026-07-23T01:50:13.009Z,-23.6052649,-46.8362056,831.363,0.063,0.040,3,120,6
1784771413061,2026-07-23T01:50:13.061Z,-23.6052649,-46.8362056,831.371,0.041,0.070,3,120,6
1784771413113,2026-07-23T01:50:13.113Z,-23.6052649,-46.8362056,831.386,0.055,0.060,3,120,6
1784771413165,2026-07-23T01:50:13.165Z,-23.6052649,-46.8362056,831.373,0.039,0.070,3,120,6
1784771413217,2026-07-23T01:50:13.217Z,-23.6052649,-46.8362056,831.376,0.030,0.060,3,120,6
1784771413269,2026-07-23T01:50:13.269Z,-23.6052650,-46.8362056,831.360,0.077,0.050,3,120,6
1784771413321,2026-07-23T01:50:13.321Z,-23.6052651,-46.8362056,831.330,0.193,0.080,3,120,6
1784771413373,2026-07-23T01:50:13.373Z,-23.6052653,-46.8362057,831.329,0.298,0.190,3,120,6
1784771413426,2026-07-23T01:50:13.426Z,-23.6052655,-46.8362058,831.319,0.350,0.300,3,120,6
1784771413478,2026-07-23T01:50:13.478Z,-23.6052656,-46.8362058,831.307,0.274,0.350,3,120,6
1784771413530,2026-07-23T01:50:13.530Z,-23.6052655,-46.8362057,831.285,0.093,0.270,3,120,6
1784771413582,2026-07-23T01:50:13.582Z,-23.6052655,-46.8362056,831.277,0.010,0.090,3,120,6
1784771413634,2026-07-23T01:50:13.634Z,-23.6052654,-46.8362058,831.285,0.097,0.020,3,120,6
1784771413686,2026-07-23T01:50:13.686Z,-23.6052653,-46.8362058,831.308,0.116,0.100,3,120,6
1784771413738,2026-07-23T01:50:13.738Z,-23.6052655,-46.8362057,831.290,0.071,0.120,3,120,6
1784771413790,2026-07-23T01:50:13.790Z,-23.6052655,-46.8362057,831.289,0.079,0.070,3,120,6
1784771413842,2026-07-23T01:50:13.842Z,-23.6052657,-46.8362057,831.282,0.177,0.080,3,120,6
1784771413895,2026-07-23T01:50:13.895Z,-23.6052657,-46.8362058,831.285,0.141,0.180,3,120,7
1784771413950,2026-07-23T01:50:13.950Z,-23.6052657,-46.8362058,831.281,0.078,0.140,3,120,7
1784771414005,2026-07-23T01:50:14.005Z,-23.6052656,-46.8362059,831.290,0.091,0.080,3,120,7
1784771414060,2026-07-23T01:50:14.060Z,-23.6052656,-46.8362056,831.257,0.061,0.090,3,120,7
1784771414115,2026-07-23T01:50:14.115Z,-23.6052657,-46.8362056,831.258,0.062,0.060,3,120,7
1784771414170,2026-07-23T01:50:14.170Z,-23.6052656,-46.8362056,831.269,0.045,0.060,3,120,7
1784771414225,2026-07-23T01:50:14.225Z,-23.6052656,-46.8362056,831.260,0.050,0.040,3,120,7
1784771414280,2026-07-23T01:50:14.280Z,-23.6052656,-46.8362055,831.253,0.075,0.050,3,120,7
1784771414335,2026-07-23T01:50:14.335Z,-23.6052656,-46.8362054,831.231,0.132,0.070,3,120,7
1784771414390,2026-07-23T01:50:14.390Z,-23.6052657,-46.8362054,831.241,0.093,0.130,3,120,7
1784771414445,2026-07-23T01:50:14.445Z,-23.6052657,-46.8362055,831.240,0.032,0.090,3,120,7
1784771414500,2026-07-23T01:50:14.500Z,-23.6052656,-46.8362056,831.240,0.087,0.030,3,120,7
1784771414555,2026-07-23T01:50:14.555Z,-23.6052656,-46.8362056,831.228,0.093,0.090,3,120,7
1784771414610,2026-07-23T01:50:14.610Z,-23.6052656,-46.8362055,831.215,0.027,0.090,3,120,7
1784771414665,2026-07-23T01:50:14.665Z,-23.6052656,-46.8362054,831.208,0.049,0.030,3,120,7
1784771414720,2026-07-23T01:50:14.720Z,-23.6052656,-46.8362053,831.212,0.081,0.050,3,120,7
1784771414775,2026-07-23T01:50:14.775Z,-23.6052656,-46.8362053,831.211,0.068,0.080,3,120,7
1784771414830,2026-07-23T01:50:14.830Z,-23.6052656,-46.8362053,831.201,0.065,0.070,3,120,7
1784771414885,2026-07-23T01:50:14.885Z,-23.6052657,-46.8362053,831.195,0.077,0.070,3,120,8
1784771414940,2026-07-23T01:50:14.940Z,-23.6052657,-46.8362053,831.197,0.049,0.080,3,120,8
1784771414995,2026-07-23T01:50:14.995Z,-23.6052657,-46.8362054,831.186,0.076,0.050,3,120,8
1784771415050,2026-07-23T01:50:15.050Z,-23.6052657,-46.8362054,831.191,0.065,0.080,3,120,8
1784771415105,2026-07-23T01:50:15.105Z,-23.6052658,-46.8362054,831.186,0.088,0.070,3,120,8
1784771415160,2026-07-23T01:50:15.160Z,-23.6052657,-46.8362054,831.191,0.023,0.090,3,120,8
1784771415215,2026-07-23T01:50:15.215Z,-23.6052657,-46.8362054,831.198,0.008,0.030,3,120,8
1784771415270,2026-07-23T01:50:15.270Z,-23.6052657,-46.8362054,831.195,0.030,0.010,3,120,8
1784771415325,2026-07-23T01:50:15.325Z,-23.6052657,-46.8362054,831.189,0.010,0.030,3,120,8
1784771415380,2026-07-23T01:50:15.380Z,-23.6052657,-46.8362053,831.189,0.062,0.010,3,120,8
1784771415435,2026-07-23T01:50:15.435Z,-23.6052657,-46.8362054,831.203,0.041,0.060,3,120,8
1784771415490,2026-07-23T01:50:15.490Z,-23.6052657,-46.8362053,831.194,0.064,0.040,3,120,8
1784771415545,2026-07-23T01:50:15.545Z,-23.6052658,-46.8362050,831.157,0.215,0.060,3,120,8
1784771415600,2026-07-23T01:50:15.600Z,-23.6052660,-46.8362048,831.167,0.306,0.220,3,120,8
1784771415655,2026-07-23T01:50:15.655Z,-23.6052662,-46.8362047,831.178,0.382,0.310,3,120,8
1784771415710,2026-07-23T01:50:15.710Z,-23.6052664,-46.8362047,831.189,0.360,0.380,3,120,8
1784771415765,2026-07-23T01:50:15.765Z,-23.6052665,-46.8362047,831.193,0.304,0.360,3,120,8
1784771415820,2026-07-23T01:50:15.820Z,-23.6052667,-46.8362045,831.194,0.366,0.300,3,120,8
1784771415875,2026-07-23T01:50:15.875Z,-23.6052670,-46.8362043,831.187,0.465,0.370,3,120,9
1784771415927,2026-07-23T01:50:15.927Z,-23.6052672,-46.8362041,831.186,0.500,0.470,3,120,9
1784771415979,2026-07-23T01:50:15.979Z,-23.6052675,-46.8362042,831.196,0.539,0.500,3,120,9
1784771416031,2026-07-23T01:50:16.031Z,-23.6052680,-46.8362041,831.197,0.704,0.540,3,120,9
1784771416083,2026-07-23T01:50:16.083Z,-23.6052684,-46.8362041,831.184,0.719,0.700,3,120,9
1784771416135,2026-07-23T01:50:16.135Z,-23.6052685,-46.8362041,831.194,0.530,0.720,3,120,9
1784771416187,2026-07-23T01:50:16.187Z,-23.6052685,-46.8362040,831.195,0.301,0.530,3,120,9
1784771416239,2026-07-23T01:50:16.239Z,-23.6052684,-46.8362041,831.197,0.151,0.300,3,120,9
1784771416291,2026-07-23T01:50:16.291Z,-23.6052683,-46.8362041,831.195,0.020,0.150,3,120,9
1784771416343,2026-07-23T01:50:16.343Z,-23.6052682,-46.8362041,831.190,0.091,0.020,3,120,9
1784771416396,2026-07-23T01:50:16.396Z,-23.6052681,-46.8362042,831.186,0.158,0.090,3,120,9
1784771416448,2026-07-23T01:50:16.448Z,-23.6052680,-46.8362043,831.186,0.195,0.160,3,120,9
1784771416500,2026-07-23T01:50:16.500Z,-23.6052679,-46.8362044,831.175,0.226,0.200,3,120,9
1784771416552,2026-07-23T01:50:16.552Z,-23.6052679,-46.8362047,831.183,0.284,0.230,3,120,9
1784771416604,2026-07-23T01:50:16.604Z,-23.6052679,-46.8362048,831.187,0.286,0.280,3,120,9
1784771416656,2026-07-23T01:50:16.656Z,-23.6052679,-46.8362049,831.182,0.240,0.290,3,120,9
1784771416708,2026-07-23T01:50:16.708Z,-23.6052679,-46.8362050,831.194,0.224,0.240,3,120,9
1784771416760,2026-07-23T01:50:16.760Z,-23.6052678,-46.8362050,831.191,0.145,0.220,3,120,9
1784771416812,2026-07-23T01:50:16.812Z,-23.6052677,-46.8362051,831.187,0.232,0.140,3,120,9
1784771416865,2026-07-23T01:50:16.865Z,-23.6052677,-46.8362050,831.165,0.113,0.230,3,120,10
1784771416923,2026-07-23T01:50:16.923Z,-23.6052678,-46.8362049,831.142,0.040,0.120,3,120,10
1784771416981,2026-07-23T01:50:16.981Z,-23.6052678,-46.8362048,831.141,0.023,0.060,3,120,10
1784771417039,2026-07-23T01:50:17.039Z,-23.6052677,-46.8362048,831.158,0.067,0.050,3,120,10
1784771417097,2026-07-23T01:50:17.097Z,-23.6052677,-46.8362048,831.173,0.060,0.070,3,120,10
1784771417155,2026-07-23T01:50:17.155Z,-23.6052676,-46.8362048,831.171,0.069,0.060,3,120,10
1784771417213,2026-07-23T01:50:17.213Z,-23.6052677,-46.8362047,831.165,0.091,0.070,3,120,10
1784771417271,2026-07-23T01:50:17.271Z,-23.6052676,-46.8362045,831.159,0.165,0.090,3,120,10
1784771417329,2026-07-23T01:50:17.329Z,-23.6052675,-46.8362045,831.155,0.146,0.170,3,120,10
1784771417387,2026-07-23T01:50:17.387Z,-23.6052674,-46.8362044,831.162,0.186,0.150,3,120,10
1784771417445,2026-07-23T01:50:17.445Z,-23.6052673,-46.8362044,831.167,0.215,0.190,3,120,10
1784771417503,2026-07-23T01:50:17.503Z,-23.6052672,-46.8362044,831.164,0.188,0.220,3,120,10
1784771417561,2026-07-23T01:50:17.561Z,-23.6052672,-46.8362043,831.168,0.135,0.190,3,120,10
1784771417619,2026-07-23T01:50:17.619Z,-23.6052672,-46.8362043,831.152,0.115,0.130,3,120,10
1784771417677,2026-07-23T01:50:17.677Z,-23.6052672,-46.8362044,831.159,0.071,0.120,3,120,10
1784771417735,2026-07-23T01:50:17.735Z,-23.6052672,-46.8362042,831.148,0.110,0.070,3,120,10
1784771417793,2026-07-23T01:50:17.793Z,-23.6052672,-46.8362043,831.162,0.047,0.110,3,120,10
1784771417851,2026-07-23T01:50:17.851Z,-23.6052672,-46.8362044,831.172,0.044,0.050,3,120,10
1784771417910,2026-07-23T01:50:17.910Z,-23.6052671,-46.8362044,831.180,0.056,0.040,3,120,11
1784771417962,2026-07-23T01:50:17.962Z,-23.6052671,-46.8362042,831.173,0.127,0.060,3,120,11
1784771418014,2026-07-23T01:50:18.014Z,-23.6052669,-46.8362041,831.173,0.174,0.130,3,120,11
1784771418066,2026-07-23T01:50:18.066Z,-23.6052668,-46.8362040,831.172,0.203,0.170,3,120,11
1784771418118,2026-07-23T01:50:18.118Z,-23.6052668,-46.8362039,831.177,0.148,0.200,3,120,11
1784771418170,2026-07-23T01:50:18.170Z,-23.6052667,-46.8362040,831.203,0.168,0.150,3,120,11
1784771418222,2026-07-23T01:50:18.222Z,-23.6052667,-46.8362041,831.178,0.143,0.170,3,120,11
1784771418274,2026-07-23T01:50:18.274Z,-23.6052667,-46.8362040,831.161,0.109,0.140,3,120,11
1784771418326,2026-07-23T01:50:18.326Z,-23.6052667,-46.8362039,831.155,0.039,0.110,3,120,11
1784771418378,2026-07-23T01:50:18.378Z,-23.6052667,-46.8362039,831.161,0.003,0.040,3,120,11
1784771418431,2026-07-23T01:50:18.431Z,-23.6052669,-46.8362039,831.140,0.152,0.010,3,120,11
1784771418483,2026-07-23T01:50:18.483Z,-23.6052671,-46.8362039,831.140,0.213,0.150,3,120,11
1784771418535,2026-07-23T01:50:18.535Z,-23.6052671,-46.8362040,831.147,0.166,0.220,3,120,11
1784771418587,2026-07-23T01:50:18.587Z,-23.6052670,-46.8362041,831.168,0.111,0.170,3,120,11
1784771418639,2026-07-23T01:50:18.639Z,-23.6052668,-46.8362041,831.180,0.138,0.110,3,120,11
1784771418691,2026-07-23T01:50:18.691Z,-23.6052667,-46.8362042,831.195,0.200,0.140,3,120,11
1784771418743,2026-07-23T01:50:18.743Z,-23.6052667,-46.8362040,831.189,0.132,0.200,3,120,11
1784771418795,2026-07-23T01:50:18.795Z,-23.6052666,-46.8362039,831.185,0.136,0.130,3,120,11
1784771418847,2026-07-23T01:50:18.847Z,-23.6052666,-46.8362039,831.184,0.100,0.140,3,120,11
1784771418900,2026-07-23T01:50:18.900Z,-23.6052665,-46.8362038,831.195,0.164,0.100,3,120,12
1784771418961,2026-07-23T01:50:18.961Z,-23.6052665,-46.8362037,831.190,0.120,0.160,3,120,12
1784771419023,2026-07-23T01:50:19.023Z,-23.6052665,-46.8362036,831.190,0.092,0.120,3,120,12
1784771419085,2026-07-23T01:50:19.085Z,-23.6052665,-46.8362036,831.196,0.044,0.090,3,120,12
1784771419147,2026-07-23T01:50:19.147Z,-23.6052665,-46.8362037,831.195,0.013,0.040,3,120,12
1784771419209,2026-07-23T01:50:19.209Z,-23.6052664,-46.8362037,831.197,0.074,0.010,3,120,12
1784771419271,2026-07-23T01:50:19.271Z,-23.6052663,-46.8362037,831.208,0.062,0.070,3,120,12
1784771419333,2026-07-23T01:50:19.333Z,-23.6052664,-46.8362036,831.223,0.041,0.060,3,120,12
1784771419395,2026-07-23T01:50:19.395Z,-23.6052664,-46.8362036,831.251,0.025,0.040,3,120,12
1784771419456,2026-07-23T01:50:19.456Z,-23.6052664,-46.8362034,831.249,0.110,0.040,3,120,12
1784771419518,2026-07-23T01:50:19.518Z,-23.6052664,-46.8362034,831.238,0.053,0.110,3,120,12
1784771419580,2026-07-23T01:50:19.580Z,-23.6052665,-46.8362034,831.238,0.052,0.060,3,120,12
1784771419642,2026-07-23T01:50:19.642Z,-23.6052665,-46.8362034,831.245,0.068,0.050,3,120,12
1784771419704,2026-07-23T01:50:19.704Z,-23.6052663,-46.8362033,831.241,0.139,0.070,3,120,12
1784771419766,2026-07-23T01:50:19.766Z,-23.6052661,-46.8362033,831.222,0.200,0.140,3,120,12
1784771419828,2026-07-23T01:50:19.828Z,-23.6052662,-46.8362032,831.238,0.103,0.200,3,120,12
1784771419890,2026-07-23T01:50:19.890Z,-23.6052663,-46.8362030,831.229,0.120,0.100,3,120,13
1784771419945,2026-07-23T01:50:19.945Z,-23.6052665,-46.8362030,831.215,0.197,0.120,3,120,13
1784771420000,2026-07-23T01:50:20.000Z,-23.6052669,-46.8362030,831.208,0.395,0.200,3,120,13
1784771420055,2026-07-23T01:50:20.055Z,-23.6052672,-46.8362031,831.225,0.478,0.400,3,120,13
1784771420110,2026-07-23T01:50:20.110Z,-23.6052675,-46.8362032,831.211,0.506,0.480,3,120,13
1784771420165,2026-07-23T01:50:20.165Z,-23.6052678,-46.8362032,831.182,0.505,0.510,3,120,13
1784771420220,2026-07-23T01:50:20.220Z,-23.6052678,-46.8362033,831.163,0.366,0.510,3,120,13
1784771420275,2026-07-23T01:50:20.275Z,-23.6052675,-46.8362032,831.174,0.082,0.370,3,120,13
1784771420330,2026-07-23T01:50:20.330Z,-23.6052673,-46.8362035,831.192,0.260,0.090,3,120,13
1784771420385,2026-07-23T01:50:20.385Z,-23.6052672,-46.8362037,831.183,0.340,0.260,3,120,13
1784771420440,2026-07-23T01:50:20.440Z,-23.6052672,-46.8362040,831.168,0.377,0.340,3,120,13
1784771420495,2026-07-23T01:50:20.495Z,-23.6052673,-46.8362041,831.186,0.322,0.380,3,120,13
1784771420550,2026-07-23T01:50:20.550Z,-23.6052672,-46.8362042,831.198,0.225,0.320,3,120,13
1784771420605,2026-07-23T01:50:20.605Z,-23.6052672,-46.8362042,831.203,0.195,0.230,3,120,13
1784771420660,2026-07-23T01:50:20.660Z,-23.6052671,-46.8362042,831.205,0.119,0.200,3,120,13
1784771420715,2026-07-23T01:50:20.715Z,-23.6052671,-46.8362041,831.205,0.084,0.120,3,120,13
1784771420770,2026-07-23T01:50:20.770Z,-23.6052670,-46.8362041,831.205,0.108,0.080,3,120,13
1784771420825,2026-07-23T01:50:20.825Z,-23.6052670,-46.8362038,831.205,0.192,0.110,3,120,13
1784771420880,2026-07-23T01:50:20.880Z,-23.6052669,-46.8362037,831.223,0.250,0.190,3,120,14
1784771420932,2026-07-23T01:50:20.932Z,-23.6052668,-46.8362035,831.211,0.288,0.250,3,120,14
