epoch,utc,lat,lng,alt_m,speed2d_ms,speed3d_ms,fix,dop,payload
1784771530165,2026-07-23T01:52:10.165Z,-23.6052738,-46.8361978,831.706,0.066,0.080,3,120,123
1784771530220,2026-07-23T01:52:10.220Z,-23.6052739,-46.8361977,831.686,0.063,0.070,3,120,123
1784771530275,2026-07-23T01:52:10.275Z,-23.6052739,-46.8361976,831.690,0.049,0.070,3,120,123
1784771530330,2026-07-23T01:52:10.330Z,-23.6052739,-46.8361977,831.701,0.023,0.050,3,120,123
1784771530385,2026-07-23T01:52:10.385Z,-23.6052739,-46.8361976,831.703,0.040,0.020,3,120,123
1784771530440,2026-07-23T01:52:10.440Z,-23.6052738,-46.8361977,831.726,0.023,0.040,3,120,123
1784771530495,2026-07-23T01:52:10.495Z,-23.6052738,-46.8361977,831.743,0.016,0.030,3,120,123
1784771530550,2026-07-23T01:52:10.550Z,-23.6052739,-46.8361976,831.763,0.088,0.030,3,120,123
1784771530605,2026-07-23T01:52:10.605Z,-23.6052738,-46.8361976,831.789,0.129,0.100,3,120,123
1784771530660,2026-07-23T01:52:10.660Z,-23.6052736,-46.8361977,831.797,0.176,0.140,3,120,123
1784771530715,2026-07-23T01:52:10.715Z,-23.6052734,-46.8361976,831.786,0.260,0.180,3,120,123
1784771530770,2026-07-23T01:52:10.770Z,-23.6052733,-46.8361978,831.782,0.256,0.260,3,120,123
1784771530825,2026-07-23T01:52:10.825Z,-23.6052732,-46.8361979,831.766,0.257,0.260,3,120,123
1784771530880,2026-07-23T01:52:10.880Z,-23.6052732,-46.8361978,831.754,0.187,0.260,3,120,123
1784771530935,2026-07-23T01:52:10.935Z,-23.6052732,-46.8361977,831.742,0.155,0.190,3,120,123
1784771530990,2026-07-23T01:52:10.990Z,-23.6052731,-46.8361977,831.746,0.181,0.160,3,127,124
1784771531042,2026-07-23T01:52:11.042Z,-23.6052728,-46.8361977,831.745,0.297,0.180,3,127,124
1784771531094,2026-07-23T01:52:11.094Z,-23.6052725,-46.8361979,831.744,0.416,0.300,3,127,124
1784771531146,2026-07-23T01:52:11.146Z,-23.6052723,-46.8361980,831.763,0.450,0.420,3,127,124
1784771531198,2026-07-23T01:52:11.198Z,-23.6052720,-46.8361982,831.754,0.475,0.450,3,127,124
1784771531250,2026-07-23T01:52:11.250Z,-23.6052718,-46.8361982,831.745,0.459,0.480,3,127,124
1784771531302,2026-07-23T01:52:11.302Z,-23.6052717,-46.8361982,831.759,0.368,0.460,3,127,124
1784771531354,2026-07-23T01:52:11.354Z,-23.6052715,-46.8361983,831.779,0.350,0.370,3,127,124
1784771531406,2026-07-23T01:52:11.406Z,-23.6052715,-46.8361982,831.807,0.288,0.350,3,127,124
1784771531458,2026-07-23T01:52:11.458Z,-23.6052715,-46.8361981,831.828,0.223,0.290,3,127,124
1784771531511,2026-07-23T01:52:11.511Z,-23.6052715,-46.8361981,831.831,0.178,0.220,3,127,124
1784771531563,2026-07-23T01:52:11.563Z,-23.6052717,-46.8361980,831.831,0.204,0.180,3,127,124
1784771531615,2026-07-23T01:52:11.615Z,-23.6052717,-46.8361980,831.820,0.108,0.210,3,127,124
1784771531667,2026-07-23T01:52:11.667Z,-23.6052718,-46.8361983,831.845,0.048,0.110,3,127,124
1784771531719,2026-07-23T01:52:11.719Z,-23.6052719,-46.8361983,831.852,0.136,0.050,3,127,124
1784771531771,2026-07-23T01:52:11.771Z,-23.6052720,-46.8361983,831.841,0.155,0.140,3,127,124
1784771531823,2026-07-23T01:52:11.823Z,-23.6052722,-46.8361983,831.847,0.241,0.160,3,127,124
1784771531875,2026-07-23T01:52:11.875Z,-23.6052724,-46.8361983,831.863,0.295,0.240,3,127,124
1784771531927,2026-07-23T01:52:11.927Z,-23.6052725,-46.8361982,831.851,0.270,0.300,3,127,124
1784771531980,2026-07-23T01:52:11.980Z,-23.6052724,-46.8361982,831.807,0.131,0.270,3,135,125
1784771532035,2026-07-23T01:52:12.035Z,-23.6052724,-46.8361982,831.825,0.043,0.130,3,135,125
1784771532090,2026-07-23T01:52:12.090Z,-23.6052723,-46.8361983,831.820,0.046,0.040,3,135,125
1784771532145,2026-07-23T01:52:12.145Z,-23.6052723,-46.8361984,831.837,0.061,0.050,3,135,125
1784771532200,2026-07-23T01:52:12.200Z,-23.6052722,-46.8361984,831.840,0.085,0.060,3,135,125
1784771532255,2026-07-23T01:52:12.255Z,-23.6052721,-46.8361984,831.846,0.093,0.080,3,135,125
1784771532310,2026-07-23T01:52:12.310Z,-23.6052722,-46.8361984,831.833,0.028,0.090,3,135,125
1784771532365,2026-07-23T01:52:12.365Z,-23.6052723,-46.8361984,831.839,0.061,0.030,3,135,125
1784771532420,2026-07-23T01:52:12.420Z,-23.6052723,-46.8361985,831.860,0.036,0.060,3,135,125
1784771532475,2026-07-23T01:52:12.475Z,-23.6052723,-46.8361986,831.864,0.047,0.040,3,135,125
1784771532530,2026-07-23T01:52:12.530Z,-23.6052723,-46.8361986,831.874,0.074,0.050,3,135,125
1784771532585,2026-07-23T01:52:12.585Z,-23.6052724,-46.8361987,831.845,0.112,0.080,3,135,125
1784771532640,2026-07-23T01:52:12.640Z,-23.6052723,-46.8361986,831.838,0.043,0.110,3,135,125
1784771532695,2026-07-23T01:52:12.695Z,-23.6052723,-46.8361986,831.840,0.035,0.040,3,135,125
1784771532750,2026-07-23T01:52:12.750Z,-23.6052723,-46.8361986,831.854,0.031,0.040,3,135,125
1784771532805,2026-07-23T01:52:12.805Z,-23.6052723,-46.8361986,831.862,0.026,0.030,3,135,125
1784771532860,2026-07-23T01:52:12.860Z,-23.6052723,-46.8361987,831.860,0.054,0.030,3,135,125
1784771532915,2026-07-23T01:52:12.915Z,-23.6052722,-46.8361986,831.848,0.093,0.060,3,135,125
1784771532970,2026-07-23T01:52:12.970Z,-23.6052721,-46.8361985,831.821,0.136,0.090,3,135,126
1784771533028,2026-07-23T01:52:13.028Z,-23.6052722,-46.8361985,831.810,0.058,0.140,3,135,126
1784771533086,2026-07-23T01:52:13.086Z,-23.6052721,-46.8361986,831.831,0.077,0.060,3,135,126
1784771533144,2026-07-23T01:52:13.144Z,-23.6052721,-46.8361987,831.831,0.081,0.080,3,135,126
1784771533202,2026-07-23T01:52:13.202Z,-23.6052722,-46.8361985,831.809,0.013,0.080,3,135,126
1784771533260,2026-07-23T01:52:13.260Z,-23.6052722,-46.8361985,831.788,0.017,0.010,3,135,126
1784771533318,2026-07-23T01:52:13.318Z,-23.6052722,-46.8361985,831.799,0.031,0.020,3,135,126
1784771533376,2026-07-23T01:52:13.376Z,-23.6052721,-46.8361985,831.798,0.092,0.030,3,135,126
1784771533434,2026-07-23T01:52:13.434Z,-23.6052721,-46.8361985,831.768,0.078,0.090,3,135,126
1784771533492,2026-07-23T01:52:13.492Z,-23.6052720,-46.8361986,831.778,0.122,0.080,3,135,126
1784771533550,2026-07-23T01:52:13.550Z,-23.6052720,-46.8361986,831.789,0.114,0.120,3,135,126
1784771533608,2026-07-23T01:52:13.608Z,-23.6052720,-46.8361988,831.802,0.130,0.110,3,135,126
1784771533666,2026-07-23T01:52:13.666Z,-23.6052720,-46.8361987,831.812,0.027,0.130,3,135,126
1784771533724,2026-07-23T01:52:13.724Z,-23.6052721,-46.8361985,831.805,0.082,0.030,3,135,126
1784771533782,2026-07-23T01:52:13.782Z,-23.6052720,-46.8361984,831.804,0.118,0.080,3,135,126
1784771533840,2026-07-23T01:52:13.840Z,-23.6052720,-46.8361982,831.796,0.196,0.120,3,135,126
1784771533898,2026-07-23T01:52:13.898Z,-23.6052719,-46.8361980,831.788,0.251,0.200,3,135,126
1784771533956,2026-07-23T01:52:13.956Z,-23.6052720,-46.8361980,831.801,0.176,0.250,3,135,126
1784771534015,2026-07-23T01:52:14.015Z,-23.6052719,-46.8361980,831.814,0.152,0.180,3,140,127
1784771534070,2026-07-23T01:52:14.070Z,-23.6052719,-46.8361981,831.815,0.089,0.150,3,140,127
1784771534125,2026-07-23T01:52:14.125Z,-23.6052719,-46.8361980,831.808,0.120,0.090,3,140,127
1784771534180,2026-07-23T01:52:14.180Z,-23.6052720,-46.8361980,831.801,0.079,0.120,3,140,127
1784771534235,2026-07-23T01:52:14.235Z,-23.6052720,-46.8361981,831.801,0.034,0.080,3,140,127
1784771534290,2026-07-23T01:52:14.290Z,-23.6052721,-46.8361981,831.815,0.098,0.040,3,140,127
1784771534345,2026-07-23T01:52:14.345Z,-23.6052722,-46.8361982,831.820,0.196,0.100,3,140,127
1784771534400,2026-07-23T01:52:14.400Z,-23.6052724,-46.8361982,831.780,0.272,0.200,3,140,127
1784771534455,2026-07-23T01:52:14.455Z,-23.6052727,-46.8361982,831.758,0.397,0.270,3,140,127
1784771534510,2026-07-23T01:52:14.510Z,-23.6052731,-46.8361983,831.760,0.561,0.400,3,140,127
1784771534565,2026-07-23T01:52:14.565Z,-23.6052732,-46.8361984,831.785,0.417,0.560,3,140,127
1784771534620,2026-07-23T01:52:14.620Z,-23.6052733,-46.8361986,831.798,0.351,0.420,3,140,127
1784771534675,2026-07-23T01:52:14.675Z,-23.6052734,-46.8361985,831.788,0.293,0.350,3,140,127
1784771534730,2026-07-23T01:52:14.730Z,-23.6052737,-46.8361985,831.788,0.441,0.290,3,140,127
1784771534785,2026-07-23T01:52:14.785Z,-23.6052740,-46.8361984,831.786,0.474,0.440,3,140,127
1784771534840,2026-07-23T01:52:14.840Z,-23.6052744,-46.8361983,831.773,0.617,0.480,3,140,127
1784771534895,2026-07-23T01:52:14.895Z,-23.6052746,-46.8361983,831.783,0.526,0.620,3,140,127
1784771534950,2026-07-23T01:52:14.950Z,-23.6052747,-46.8361984,831.762,0.417,0.530,3,140,127
1784771535005,2026-07-23T01:52:15.005Z,-23.6052748,-46.8361984,831.758,0.301,0.420,3,140,128
1784771535063,2026-07-23T01:52:15.063Z,-23.6052747,-46.8361987,831.750,0.256,0.310,3,140,128
1784771535121,2026-07-23T01:52:15.121Z,-23.6052746,-46.8361988,831.739,0.152,0.260,3,140,128
1784771535179,2026-07-23T01:52:15.179Z,-23.6052744,-46.8361988,831.729,0.172,0.160,3,140,128
1784771535237,2026-07-23T01:52:15.237Z,-23.6052744,-46.8361992,831.674,0.345,0.180,3,140,128
1784771535295,2026-07-23T01:52:15.295Z,-23.6052743,-46.8361994,831.675,0.356,0.360,3,140,128
1784771535353,2026-07-23T01:52:15.353Z,-23.6052741,-46.8361994,831.663,0.354,0.370,3,140,128
1784771535411,2026-07-23T01:52:15.411Z,-23.6052738,-46.8361996,831.678,0.392,0.370,3,140,128
1784771535469,2026-07-23T01:52:15.469Z,-23.6052737,-46.8361998,831.695,0.375,0.400,3,140,128
1784771535527,2026-07-23T01:52:15.527Z,-23.6052735,-46.8362000,831.699,0.428,0.380,3,140,128
1784771535585,2026-07-23T01:52:15.585Z,-23.6052734,-46.8361999,831.711,0.336,0.430,3,140,128
1784771535643,2026-07-23T01:52:15.643Z,-23.6052732,-46.8362001,831.699,0.354,0.340,3,140,128
1784771535701,2026-07-23T01:52:15.701Z,-23.6052730,-46.8362003,831.712,0.405,0.360,3,140,128
1784771535759,2026-07-23T01:52:15.759Z,-23.6052730,-46.8362002,831.690,0.259,0.410,3,140,128
1784771535817,2026-07-23T01:52:15.817Z,-23.6052730,-46.8362002,831.676,0.178,0.260,3,140,128
1784771535875,2026-07-23T01:52:15.875Z,-23.6052732,-46.8362002,831.672,0.036,0.190,3,140,128
1784771535933,2026-07-23T01:52:15.933Z,-23.6052732,-46.8362002,831.655,0.055,0.070,3,140,128
1784771535991,2026-07-23T01:52:15.991Z,-23.6052732,-46.8362002,831.661,0.045,0.090,3,140,128
1784771536050,2026-07-23T01:52:16.050Z,-23.6052733,-46.8362002,831.678,0.084,0.080,3,131,129
1784771536105,2026-07-23T01:52:16.105Z,-23.6052734,-46.8362001,831.676,0.129,0.100,3,131,129
1784771536160,2026-07-23T01:52:16.160Z,-23.6052734,-46.8361999,831.685,0.185,0.140,3,131,129
1784771536215,2026-07-23T01:52:16.215Z,-23.6052733,-46.8361999,831.693,0.182,0.190,3,131,129
1784771536270,2026-07-23T01:52:16.270Z,-23.6052733,-46.8361999,831.708,0.125,0.190,3,131,129
1784771536325,2026-07-23T01:52:16.325Z,-23.6052733,-46.8362001,831.719,0.010,0.130,3,131,129
1784771536380,2026-07-23T01:52:16.380Z,-23.6052733,-46.8362002,831.721,0.033,0.030,3,131,129
1784771536435,2026-07-23T01:52:16.435Z,-23.6052731,-46.8362003,831.699,0.106,0.040,3,131,129
1784771536490,2026-07-23T01:52:16.490Z,-23.6052730,-46.8362003,831.680,0.089,0.110,3,131,129
1784771536545,2026-07-23T01:52:16.545Z,-23.6052731,-46.8362003,831.688,0.062,0.100,3,131,129
1784771536600,2026-07-23T01:52:16.600Z,-23.6052732,-46.8362003,831.671,0.042,0.080,3,131,129
1784771536655,2026-07-23T01:52:16.655Z,-23.6052733,-46.8362002,831.674,0.095,0.070,3,131,129
1784771536710,2026-07-23T01:52:16.710Z,-23.6052733,-46.8362003,831.687,0.048,0.110,3,131,129
1784771536765,2026-07-23T01:52:16.765Z,-23.6052732,-46.8362004,831.703,0.041,0.070,3,131,129
1784771536820,2026-07-23T01:52:16.820Z,-23.6052732,-46.8362005,831.708,0.049,0.060,3,131,129
1784771536875,2026-07-23T01:52:16.875Z,-23.6052731,-46.8362005,831.699,0.047,0.060,3,131,129
1784771536930,2026-07-23T01:52:16.930Z,-23.6052730,-46.8362005,831.697,0.069,0.060,3,131,129
1784771536985,2026-07-23T01:52:16.985Z,-23.6052732,-46.8362004,831.684,0.074,0.080,3,131,129
1784771537040,2026-07-23T01:52:17.040Z,-23.6052730,-46.8362006,831.696,0.089,0.090,3,131,130
1784771537092,2026-07-23T01:52:17.092Z,-23.6052729,-46.8362006,831.712,0.107,0.100,3,131,130
1784771537144,2026-07-23T01:52:17.144Z,-23.6052729,-46.8362006,831.690,0.054,0.110,3,131,130
1784771537196,2026-07-23T01:52:17.196Z,-23.6052729,-46.8362006,831.708,0.029,0.070,3,131,130
1784771537248,2026-07-23T01:52:17.248Z,-23.6052728,-46.8362006,831.685,0.056,0.040,3,131,130
1784771537300,2026-07-23T01:52:17.300Z,-23.6052727,-46.8362007,831.681,0.086,0.070,3,131,130
1784771537352,2026-07-23T01:52:17.352Z,-23.6052726,-46.8362007,831.685,0.088,0.090,3,131,130
1784771537404,2026-07-23T01:52:17.404Z,-23.6052726,-46.8362008,831.687,0.110,0.090,3,131,130
1784771537456,2026-07-23T01:52:17.456Z,-23.6052725,-46.8362008,831.686,0.126,0.110,3,131,130
1784771537508,2026-07-23T01:52:17.508Z,-23.6052725,-46.8362010,831.687,0.153,0.130,3,131,130
1784771537561,2026-07-23T01:52:17.561Z,-23.6052725,-46.8362008,831.682,0.066,0.160,3,131,130
1784771537613,2026-07-23T01:52:17.613Z,-23.6052724,-46.8362009,831.681,0.095,0.070,3,131,130
1784771537665,2026-07-23T01:52:17.665Z,-23.6052724,-46.8362009,831.683,0.059,0.100,3,131,130
1784771537717,2026-07-23T01:52:17.717Z,-23.6052724,-46.8362009,831.679,0.058,0.070,3,131,130
1784771537769,2026-07-23T01:52:17.769Z,-23.6052725,-46.8362010,831.695,0.018,0.070,3,131,130
1784771537821,2026-07-23T01:52:17.821Z,-23.6052725,-46.8362011,831.683,0.080,0.030,3,131,130
1784771537873,2026-07-23T01:52:17.873Z,-23.6052725,-46.8362010,831.678,0.034,0.090,3,131,130
1784771537925,2026-07-23T01:52:17.925Z,-23.6052724,-46.8362010,831.659,0.009,0.050,3,131,130
1784771537977,2026-07-23T01:52:17.977Z,-23.6052724,-46.8362009,831.647,0.005,0.040,3,131,130
1784771538030,2026-07-23T01:52:18.030Z,-23.6052723,-46.8362009,831.655,0.089,0.040,3,137,131
1784771538085,2026-07-23T01:52:18.085Z,-23.6052722,-46.8362009,831.647,0.083,0.100,3,137,131
1784771538140,2026-07-23T01:52:18.140Z,-23.6052722,-46.8362010,831.651,0.042,0.090,3,137,131
1784771538195,2026-07-23T01:52:18.195Z,-23.6052721,-46.8362010,831.641,0.064,0.050,3,137,131
1784771538250,2026-07-23T01:52:18.250Z,-23.6052721,-46.8362009,831.634,0.062,0.070,3,137,131
1784771538305,2026-07-23T01:52:18.305Z,-23.6052722,-46.8362009,831.632,0.022,0.080,3,137,131
1784771538360,2026-07-23T01:52:18.360Z,-23.6052722,-46.8362008,831.624,0.041,0.050,3,137,131
1784771538415,2026-07-23T01:52:18.415Z,-23.6052722,-46.8362008,831.635,0.029,0.070,3,137,131
1784771538470,2026-07-23T01:52:18.470Z,-23.6052721,-46.8362009,831.635,0.030,0.050,3,137,131
1784771538525,2026-07-23T01:52:18.525Z,-23.6052720,-46.8362009,831.632,0.041,0.050,3,137,131
1784771538580,2026-07-23T01:52:18.580Z,-23.6052722,-46.8362009,831.649,0.030,0.060,3,137,131
1784771538635,2026-07-23T01:52:18.635Z,-23.6052722,-46.8362009,831.651,0.020,0.040,3,137,131
1784771538690,2026-07-23T01:52:18.690Z,-23.6052721,-46.8362009,831.662,0.016,0.040,3,137,131
1784771538745,2026-07-23T01:52:18.745Z,-23.6052721,-46.8362010,831.671,0.044,0.030,3,137,131
1784771538800,2026-07-23T01:52:18.800Z,-23.6052721,-46.8362009,831.657,0.011,0.050,3,137,131
1784771538855,2026-07-23T01:52:18.855Z,-23.6052720,-46.8362008,831.656,0.066,0.030,3,137,131
1784771538910,2026-07-23T01:52:18.910Z,-23.6052719,-46.8362006,831.613,0.103,0.070,3,137,131
1784771538965,2026-07-23T01:52:18.965Z,-23.6052720,-46.8362006,831.618,0.060,0.110,3,137,131
1784771539020,2026-07-23T01:52:19.020Z,-23.6052719,-46.8362006,831.623,0.021,0.070,3,134,132
1784771539072,2026-07-23T01:52:19.072Z,-23.6052718,-46.8362007,831.620,0.046,0.050,3,134,132
1784771539124,2026-07-23T01:52:19.124Z,-23.6052719,-46.8362006,831.615,0.043,0.060,3,134,132
1784771539176,2026-07-23T01:52:19.176Z,-23.6052719,-46.8362006,831.627,0.051,0.060,3,134,132
1784771539228,2026-07-23T01:52:19.228Z,-23.6052718,-46.8362006,831.613,0.021,0.060,3,134,132
1784771539280,2026-07-23T01:52:19.280Z,-23.6052718,-46.8362006,831.609,0.044,0.040,3,134,132
1784771539332,2026-07-23T01:52:19.332Z,-23.6052716,-46.8362006,831.610,0.075,0.060,3,134,132
1784771539384,2026-07-23T01:52:19.384Z,-23.6052717,-46.8362007,831.606,0.037,0.080,3,134,132
1784771539436,2026-07-23T01:52:19.436Z,-23.6052717,-46.8362007,831.609,0.022,0.050,3,134,132
1784771539488,2026-07-23T01:52:19.488Z,-23.6052717,-46.8362006,831.598,0.054,0.040,3,134,132
1784771539541,2026-07-23T01:52:19.541Z,-23.6052718,-46.8362007,831.591,0.080,0.070,3,134,132
1784771539593,2026-07-23T01:52:19.593Z,-23.6052717,-46.8362008,831.615,0.024,0.090,3,134,132
1784771539645,2026-07-23T01:52:19.645Z,-23.6052717,-46.8362008,831.643,0.038,0.040,3,134,132
1784771539697,2026-07-23T01:52:19.697Z,-23.6052717,-46.8362009,831.641,0.059,0.040,3,134,132
1784771539749,2026-07-23T01:52:19.749Z,-23.6052717,-46.8362009,831.655,0.010,0.060,3,134,132
1784771539801,2026-07-23T01:52:19.801Z,-23.6052717,-46.8362009,831.665,0.031,0.020,3,134,132
1784771539853,2026-07-23T01:52:19.853Z,-23.6052716,-46.8362008,831.652,0.084,0.040,3,134,132
1784771539905,2026-07-23T01:52:19.905Z,-23.6052715,-46.8362008,831.651,0.071,0.090,3,134,132
1784771539957,2026-07-23T01:52:19.957Z,-23.6052716,-46.8362007,831.660,0.090,0.080,3,134,132
1784771540010,2026-07-23T01:52:20.010Z,-23.6052716,-46.8362008,831.666,0.035,0.090,3,131,133
1784771540065,2026-07-23T01:52:20.065Z,-23.6052715,-46.8362009,831.682,0.004,0.050,3,131,133
1784771540120,2026-07-23T01:52:20.120Z,-23.6052715,-46.8362008,831.693,0.019,0.020,3,131,133
1784771540175,2026-07-23T01:52:20.175Z,-23.6052715,-46.8362008,831.690,0.050,0.030,3,131,133
1784771540230,2026-07-23T01:52:20.230Z,-23.6052716,-46.8362008,831.692,0.041,0.060,3,131,133
1784771540285,2026-07-23T01:52:20.285Z,-23.6052716,-46.8362007,831.696,0.054,0.050,3,131,133
1784771540340,2026-07-23T01:52:20.340Z,-23.6052715,-46.8362008,831.710,0.033,0.060,3,131,133
1784771540395,2026-07-23T01:52:20.395Z,-23.6052715,-46.8362008,831.715,0.003,0.040,3,131,133
1784771540450,2026-07-23T01:52:20.450Z,-23.6052715,-46.8362008,831.715,0.006,0.030,3,131,133
1784771540505,2026-07-23T01:52:20.505Z,-23.6052714,-46.8362008,831.726,0.045,0.030,3,131,133
1784771540560,2026-07-23T01:52:20.560Z,-23.6052714,-46.8362008,831.730,0.054,0.050,3,131,133
1784771540615,2026-07-23T01:52:20.615Z,-23.6052713,-46.8362008,831.729,0.073,0.060,3,131,133
1784771540670,2026-07-23T01:52:20.670Z,-23.6052712,-46.8362007,831.742,0.117,0.080,3,131,133
1784771540725,2026-07-23T01:52:20.725Z,-23.6052713,-46.8362007,831.764,0.075,0.120,3,131,133
1784771540780,2026-07-23T01:52:20.780Z,-23.6052712,-46.8362008,831.779,0.046,0.080,3,131,133
1784771540835,2026-07-23T01:52:20.835Z,-23.6052711,-46.8362008,831.789,0.115,0.050,3,131,133
1784771540890,2026-07-23T01:52:20.890Z,-23.6052710,-46.8362008,831.791,0.128,0.120,3,131,133
1784771540945,2026-07-23T01:52:20.945Z,-23.6052709,-46.8362008,831.807,0.115,0.130,3,131,133
1784771541000,2026-07-23T01:52:21.000Z,-23.6052709,-46.8362009,831.797,0.064,0.110,3,131,134
1784771541055,2026-07-23T01:52:21.055Z,-23.6052708,-46.8362008,831.775,0.083,0.060,3,131,134
1784771541110,2026-07-23T01:52:21.110Z,-23.6052710,-46.8362008,831.776,0.042,0.090,3,131,134
1784771541165,2026-07-23T01:52:21.165Z,-23.6052710,-46.8362009,831.796,0.039,0.050,3,131,134
1784771541220,2026-07-23T01:52:21.220Z,-23.6052709,-46.8362009,831.797,0.057,0.050,3,131,134
1784771541275,2026-07-23T01:52:21.275Z,-23.6052711,-46.8362008,831.818,0.110,0.060,3,131,134
1784771541330,2026-07-23T01:52:21.330Z,-23.6052711,-46.8362011,831.853,0.091,0.110,3,131,134
1784771541385,2026-07-23T01:52:21.385Z,-23.6052710,-46.8362011,831.849,0.068,0.090,3,131,134
1784771541440,2026-07-23T01:52:21.440Z,-23.6052710,-46.8362011,831.848,0.048,0.070,3,131,134
1784771541495,2026-07-23T01:52:21.495Z,-23.6052709,-46.8362012,831.841,0.091,0.050,3,131,134
1784771541550,2026-07-23T01:52:21.550Z,-23.6052709,-46.8362012,831.842,0.036,0.090,3,131,134
1784771541605,2026-07-23T01:52:21.605Z,-23.6052708,-46.8362012,831.841,0.033,0.040,3,131,134
1784771541660,2026-07-23T01:52:21.660Z,-23.6052709,-46.8362012,831.857,0.025,0.030,3,131,134
1784771541715,2026-07-23T01:52:21.715Z,-23.6052710,-46.8362012,831.851,0.066,0.020,3,131,134
1784771541770,2026-07-23T01:52:21.770Z,-23.6052709,-46.8362013,831.881,0.049,0.070,3,131,134
1784771541825,2026-07-23T01:52:21.825Z,-23.6052709,-46.8362014,831.899,0.042,0.050,3,131,134
1784771541880,2026-07-23T01:52:21.880Z,-23.6052709,-46.8362015,831.889,0.027,0.040,3,131,134
1784771541935,2026-07-23T01:52:21.935Z,-23.6052709,-46.8362015,831.898,0.022,0.030,3,131,134
1784771541990,2026-07-23T01:52:21.990Z,-23.6052708,-46.8362016,831.904,0.049,0.020,3,131,135
1784771542045,2026-07-23T01:52:22.045Z,-23.6052707,-46.8362019,831.940,0.168,0.050,3,131,135
1784771542100,2026-07-23T01:52:22.100Z,-23.6052707,-46.8362020,831.943,0.168,0.170,3,131,135
1784771542155,2026-07-23T01:52:22.155Z,-23.6052707,-46.8362021,831.941,0.128,0.170,3,131,135
1784771542210,2026-07-23T01:52:22.210Z,-23.6052707,-46.8362022,831.953,0.133,0.130,3,131,135
1784771542265,2026-07-23T01:52:22.265Z,-23.6052708,-46.8362022,831.950,0.105,0.130,3,131,135
1784771542320,2026-07-23T01:52:22.320Z,-23.6052709,-46.8362023,831.971,0.104,0.110,3,131,135
1784771542375,2026-07-23T01:52:22.375Z,-23.6052708,-46.8362024,831.971,0.099,0.100,3,131,135
1784771542430,2026-07-23T01:52:22.430Z,-23.6052707,-46.8362025,831.984,0.090,0.100,3,131,135
1784771542485,2026-07-23T01:52:22.485Z,-23.6052706,-46.8362026,832.000,0.136,0.090,3,131,135
1784771542540,2026-07-23T01:52:22.540Z,-23.6052706,-46.8362026,832.002,0.095,0.140,3,131,135
1784771542595,2026-07-23T01:52:22.595Z,-23.6052706,-46.8362027,831.993,0.108,0.100,3,131,135
1784771542650,2026-07-23T01:52:22.650Z,-23.6052705,-46.8362028,832.013,0.150,0.110,3,131,135
1784771542705,2026-07-23T01:52:22.705Z,-23.6052705,-46.8362028,832.020,0.091,0.150,3,131,135
1784771542760,2026-07-23T01:52:22.760Z,-23.6052706,-46.8362028,832.034,0.027,0.090,3,131,135
1784771542815,2026-07-23T01:52:22.815Z,-23.6052707,-46.8362028,832.032,0.054,0.030,3,131,135
1784771542870,2026-07-23T01:52:22.870Z,-23.6052708,-46.8362028,832.040,0.056,0.060,3,131,135
1784771542925,2026-07-23T01:52:22.925Z,-23.6052708,-46.8362028,832.049,0.031,0.060,3,131,135
1784771542980,2026-07-23T01:52:22.980Z,-23.6052708,-46.8362027,832.043,0.041,0.030,3,131,136
1784771543038,2026-07-23T01:52:23.038Z,-23.6052708,-46.8362027,832.049,0.048,0.040,3,131,136
1784771543096,2026-07-23T01:52:23.096Z,-23.6052707,-46.8362029,832.073,0.108,0.050,3,131,136
1784771543154,2026-07-23T01:52:23.154Z,-23.6052707,-46.8362029,832.091,0.106,0.110,3,131,136
1784771543212,2026-07-23T01:52:23.212Z,-23.6052707,-46.8362027,832.075,0.062,0.110,3,131,136
1784771543270,2026-07-23T01:52:23.270Z,-23.6052709,-46.8362027,832.069,0.105,0.060,3,131,136
1784771543328,2026-07-23T01:52:23.328Z,-23.6052711,-46.8362024,832.074,0.229,0.110,3,131,136
1784771543386,2026-07-23T01:52:23.386Z,-23.6052710,-46.8362024,832.080,0.158,0.230,3,131,136
1784771543444,2026-07-23T01:52:23.444Z,-23.6052711,-46.8362024,832.077,0.094,0.160,3,131,136
1784771543502,2026-07-23T01:52:23.502Z,-23.6052711,-46.8362024,832.078,0.063,0.090,3,131,136
1784771543560,2026-07-23T01:52:23.560Z,-23.6052712,-46.8362023,832.083,0.113,0.060,3,131,136
1784771543618,2026-07-23T01:52:23.618Z,-23.6052712,-46.8362025,832.101,0.002,0.110,3,131,136
1784771543676,2026-07-23T01:52:23.676Z,-23.6052712,-46.8362026,832.114,0.044,0.000,3,131,136
1784771543734,2026-07-23T01:52:23.734Z,-23.6052713,-46.8362026,832.133,0.038,0.040,3,131,136
1784771543792,2026-07-23T01:52:23.792Z,-23.6052712,-46.8362026,832.140,0.028,0.040,3,131,136
1784771543850,2026-07-23T01:52:23.850Z,-23.6052712,-46.8362026,832.154,0.054,0.030,3,131,136
1784771543908,2026-07-23T01:52:23.908Z,-23.6052712,-46.8362025,832.147,0.048,0.060,3,131,136
1784771543966,2026-07-23T01:52:23.966Z,-23.6052712,-46.8362025,832.162,0.036,0.050,3,131,136
1784771544025,2026-07-23T01:52:24.025Z,-23.6052713,-46.8362025,832.196,0.025,0.040,3,131,137
