epoch,speed,totalGForce,gForceX,gForceY,steering_angle,sats,lat,lng
1785630994800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630995000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630995000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630995200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630995400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630995600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630995800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630996000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630996200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630996200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630996400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630996600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630996700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630996900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630997100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630997300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630997300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630997600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630997800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630998000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630998300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630998500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630998700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630999000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630999200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630999400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630999600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630999900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785630999900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631000100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631000400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631000600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631000800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631001000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631001200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631001400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631001600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631001900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631002200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631002500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631002800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631003000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631003300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631003500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631003800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631004100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631004100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836193
1785631004400,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631004700,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631005000,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631005300,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631005300,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631005500,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631005800,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631006000,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631006200,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631006500,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631006700,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631007000,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631007200,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631007400,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631007400,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836193
1785631007500,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836194
1785631007700,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836194
1785631007900,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836194
1785631008100,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836194
1785631008200,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836194
1785631008400,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836194
1785631008500,0.0,0.00,0.00,0.00,0.0,16,-23.605372,-46.836194
1785631008700,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631008800,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631009000,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631009200,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631009300,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631009500,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631009600,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631009800,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631009900,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631010100,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631010200,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631010200,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631010400,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631010500,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631010700,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631010700,0.0,0.00,0.00,0.00,0.0,15,-23.605372,-46.836194
1785631010800,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631011000,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631011200,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631011300,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631011500,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631011600,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631011700,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631011700,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631011900,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631011900,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631012000,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631012000,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631012100,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631012100,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631012300,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631012400,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631012400,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631012500,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631012600,0.0,0.00,0.00,0.00,0.0,15,-23.605373,-46.836194
1785631012800,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631012900,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631012900,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631012900,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631013000,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631013200,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631013300,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631013400,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631013500,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631013700,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631013700,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631013800,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631013800,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836194
1785631013900,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631014100,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631014200,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631014200,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631014300,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631014300,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631014500,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631014600,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631014700,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631014800,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631015000,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631015100,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631015100,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631015200,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631015300,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631015600,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631015600,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631015700,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631015800,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631015900,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631016000,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631016100,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631016200,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631016300,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631016400,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631016400,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631016500,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631016600,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836193
1785631016800,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836193
1785631016900,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836193
1785631017000,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836193
1785631017200,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631017300,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631017400,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631017500,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631017600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631017700,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631017900,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631018000,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631018100,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631018200,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631018300,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631018400,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631018500,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631018600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631018700,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631018800,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631018900,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631019100,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631019200,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631019300,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631019400,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631019500,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631019600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631019800,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631019800,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836192
1785631019900,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020000,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020100,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020100,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020300,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020400,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020400,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020700,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020800,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020800,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020800,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631020900,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631021000,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631021100,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631021300,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631021400,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631021500,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631021600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631021700,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631021700,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631021900,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631022000,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836191
1785631022100,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836190
1785631022200,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836190
1785631022300,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836190
1785631022400,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836190
1785631022500,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836190
1785631022600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836190
1785631022700,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836190
1785631022900,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836190
1785631023000,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836190
1785631023100,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836190
1785631023200,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836190
1785631023300,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836190
1785631023400,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836190
1785631023500,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836190
1785631023700,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836190
1785631023800,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836190
1785631023800,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836190
1785631023900,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024000,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024200,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024200,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024300,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024400,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024500,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024500,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024600,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024700,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024800,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631024900,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631025100,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631025200,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631025300,0.0,0.00,0.00,0.00,0.0,16,-23.605373,-46.836189
1785631025400,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631025600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631025600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631025700,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631025800,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631025900,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026000,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026100,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026200,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026400,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026500,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026600,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026700,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026800,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026900,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631026900,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631027000,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631027100,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631027300,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631027400,0.0,0.00,0.00,0.00,0.0,17,-23.605373,-46.836188
1785631027500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631027600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631027700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631027900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631027900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631028000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631028100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631028200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631028300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631028400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631028500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631028600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631028700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631028800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631028900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631029100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631029200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836188
1785631029300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631029400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631029600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631029700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631029900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631029900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631030000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631030100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631030100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631030300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631030400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631030600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631030700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631030800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631030900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631031000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631031100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631031200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631031300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631031400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631031500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631031700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836187
1785631031800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631031900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631032900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631033100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631033200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631033300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631033300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631033400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631033600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631033700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631033800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631033800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631034000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631034100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631034200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631034200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631034400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631034500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631034600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631034800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631034900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631035100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631035100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631035200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631035300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631035500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836186
1785631035600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631035600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631035800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631036000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631036000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631036100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631036100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631036300,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631036500,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631036700,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631036800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631037000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631037200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631037400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631037600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631037600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631037800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631038000,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631038200,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631038400,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631038600,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631038800,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631038900,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
1785631039100,0.0,0.00,0.00,0.00,0.0,17,-23.605372,-46.836185
